,person,gender,age,income,age_segment,income_segment
8302,a774ada3cfc4426f9aad941da03963b0,M,66.0,63000.0,Senior,Medium Income
8303,7986640ceede4113872bcfa8c2bc69dc,M,56.0,102000.0,Middle Age,High Income
8304,be6ccf64d69c4b14905cfc81e614cee7,F,32.0,37000.0,Young,Low Income
8305,8380a35f5a384b318c43f2ca64b0de46,M,77.0,70000.0,Senior,Medium Income
8306,5fabddadf9df43c3a41e4f58cc797fd4,Unknown,55.0,64000.0,Middle Age,Medium Income
8307,3706f0e6065f445d8cf6ee400e5ecfb8,F,72.0,97000.0,Senior,High Income
8308,7d8a87a1607d43889a6a5d02138c0e3d,M,24.0,33000.0,Young,Low Income
8309,c3294c3183f749f0a142aa95f288b454,O,49.0,30000.0,Middle Age,Low Income
8310,41c5f4d2e62b47058a65cdeddede89dd,F,81.0,49000.0,Senior,Low Income
8311,882f6c59750843a08acea27df6815789,F,91.0,54000.0,Senior,Medium Income
8312,fc2080bf9ecd4463bbec680953e4cfcf,O,53.0,83000.0,Middle Age,High Income
8313,67577a6f27c34de29db389d4a476b96e,M,38.0,58000.0,Middle Age,Medium Income
8314,f2b3ad312ea343f483ea8a3db41b3a47,Unknown,55.0,64000.0,Middle Age,Medium Income
8315,7a153a17d9754d3686c37684146fb681,F,64.0,106000.0,Senior,High Income
8316,2a109589d81b49fb891bd526e121c1c9,M,76.0,64000.0,Senior,Medium Income
8317,197888a844c545b6af91b740b8d65dd2,F,63.0,78000.0,Senior,Medium Income
8318,5598e3ad9e6c470abf0c7e8371fbfb53,M,25.0,38000.0,Young,Low Income
8319,d99c86d58f524589a69f8a0a90938b7a,M,74.0,53000.0,Senior,Medium Income
8320,791a4a295d1744baa879d9c3be42255e,M,44.0,99000.0,Middle Age,High Income
8321,64d7e480ce5d4b2992e5ea46082b8752,M,54.0,80000.0,Middle Age,High Income
8322,878a89abc3bd43a8841629c4e84187aa,F,45.0,87000.0,Middle Age,High Income
8323,80b787ccf0a947ab9da3a982ef4a3f9a,M,37.0,36000.0,Middle Age,Low Income
8324,490b282bfc3945df8ac3bbe54dd400fe,M,36.0,35000.0,Middle Age,Low Income
8325,200a4da6dfc341c8940291b10292526e,Unknown,55.0,64000.0,Middle Age,Medium Income
8326,b4ee4a7e6eab43a19d072a5f954529e0,F,44.0,57000.0,Middle Age,Medium Income
8327,716cff13fcd44dc2a96c138950dc48bd,M,75.0,71000.0,Senior,Medium Income
8328,7d2f82de830043ceb3791cdd78bc2a31,M,57.0,96000.0,Middle Age,High Income
8329,307a80e25d7440b68fbff4b14e2cc5d5,M,20.0,74000.0,Young,Medium Income
8330,2de7643cf12640fa84ea83c9fb4e375c,M,29.0,39000.0,Young,Low Income
8331,128c0040b8d34587970e1cbbf60f5cc0,Unknown,55.0,64000.0,Middle Age,Medium Income
8332,aa811d24daec4a16a1a7507a840b126f,F,65.0,67000.0,Senior,Medium Income
8333,df41b198c26443b6acf7660b0cdb6820,M,49.0,74000.0,Middle Age,Medium Income
8334,2ee4c9f11e4d4b34b7c038ec1f251148,Unknown,55.0,64000.0,Middle Age,Medium Income
8335,99300e5d57214184a8f6486039b9eae8,Unknown,55.0,64000.0,Middle Age,Medium Income
8336,155c4892fe1748d885cfc18f619597ed,Unknown,55.0,64000.0,Middle Age,Medium Income
8337,91822a0b4815413a82199d25c7293fc7,Unknown,55.0,64000.0,Middle Age,Medium Income
8338,4cc6c5def8b947a0a681456316553f78,M,67.0,73000.0,Senior,Medium Income
8339,77e305a254014a9a9f03a9f61c80ff03,M,45.0,62000.0,Middle Age,Medium Income
8340,5807ddcd40ce4cd588ae5f58e7ed76b7,M,19.0,73000.0,Young,Medium Income
8341,36ca38ce449645fcacc6fe0465010d64,Unknown,55.0,64000.0,Middle Age,Medium Income
8342,dc4ac8f6499446d1aac1c20d25ac5a6c,M,81.0,66000.0,Senior,Medium Income
8343,1f99f39237164b17a8b6848f4ce881c3,M,49.0,47000.0,Middle Age,Low Income
8344,afbbc208d0424a8a91426a7a2368c170,F,44.0,69000.0,Middle Age,Medium Income
8345,a6091f4b43d14b529b29d86552b79551,F,50.0,77000.0,Middle Age,Medium Income
8346,fb0cb6991c80471e985a625af2bfde8f,F,46.0,88000.0,Middle Age,High Income
8347,ba36d81376df4e25938086ef87e506ec,F,19.0,56000.0,Young,Medium Income
8348,09144b1952844d96b356b7aae28ec80d,Unknown,55.0,64000.0,Middle Age,Medium Income
8349,e9ea9187fd4a41f59531f59dd3a511e3,Unknown,55.0,64000.0,Middle Age,Medium Income
8350,a8735bc18be847ce9bdf3a1ff1f8699f,M,63.0,73000.0,Senior,Medium Income
8351,d5ea4111ae9c4ccb998c0019c91c9329,F,55.0,54000.0,Middle Age,Medium Income
8352,ee47c91be1c64576b9a87d7cf4c5fc71,M,26.0,43000.0,Young,Low Income
8353,ed45c5b6d69b4c17a7855caec289b021,M,61.0,70000.0,Senior,Medium Income
8354,00426fe3ffde4c6b9cb9ad6d077a13ea,F,19.0,65000.0,Young,Medium Income
8355,c8967141818e44129732885caf9c9d04,M,69.0,43000.0,Senior,Low Income
8356,482ad6ac48684fd89647d11e02223dc0,M,44.0,71000.0,Middle Age,Medium Income
8357,65a9ceafbc3a42c696cf7ff2e45a3363,F,63.0,76000.0,Senior,Medium Income
8358,46298e83bf0148a2ab87021c9e1e42cf,M,45.0,99000.0,Middle Age,High Income
8359,5241b828fa6544c0891e8ae839423b7c,M,73.0,50000.0,Senior,Medium Income
8360,01873cc8de734961949af7c04b2e9872,M,72.0,45000.0,Senior,Low Income
8361,e8106815ce0f46aba0f62cb2750a35ba,F,74.0,73000.0,Senior,Medium Income
8362,52c254913e884e67ab2c9112c606cef7,F,63.0,67000.0,Senior,Medium Income
8363,66a2061eca094dc3bea2ab2ceb9b7659,F,83.0,44000.0,Senior,Low Income
8364,96fa841c065d482bad03b19a7acfe95d,F,53.0,94000.0,Middle Age,High Income
8365,146228b7a92045e2883fbefee7a15608,M,61.0,53000.0,Senior,Medium Income
8366,86545afdcdd543b4adbd6c0c4961db1b,F,58.0,72000.0,Middle Age,Medium Income
8367,706efd5e510f47ddac5d8ec9d31474ed,M,25.0,46000.0,Young,Low Income
8368,771cd819d2b04bf9943ba632b97c7239,M,76.0,43000.0,Senior,Low Income
8369,5d2b8131ed9847c4b6606c534aef7ceb,Unknown,55.0,64000.0,Middle Age,Medium Income
8370,d8fa1e18e7aa4d8c85681c92286f0ebe,M,70.0,55000.0,Senior,Medium Income
8371,0ab68614da78404e978ce963c230bd45,M,69.0,68000.0,Senior,Medium Income
8372,787e30f168fb4f1f811c352fd041b590,F,83.0,31000.0,Senior,Low Income
8373,51e862d3d8ba482f8bc35be0a0254c35,M,40.0,62000.0,Middle Age,Medium Income
8374,14f1815167fa4890a31cc4456d1c53c2,F,94.0,60000.0,Senior,Medium Income
8375,90736b31525f4d46aef7d41c3f83be95,F,57.0,66000.0,Middle Age,Medium Income
8376,feee9cfcfeaa48af8c1cad31cce40672,F,79.0,95000.0,Senior,High Income
8377,aadb41bef21b4f6696a9ddbf1fdc4738,F,74.0,111000.0,Senior,High Income
8378,1575f73eb0274ab6b25567ace5ba2a90,Unknown,55.0,64000.0,Middle Age,Medium Income
8379,1070b290f0474d14ae9c3ea18900662f,M,31.0,44000.0,Young,Low Income
8380,6d1edf56e5894240a755df5cbfae806c,Unknown,55.0,64000.0,Middle Age,Medium Income
8381,5986f99399c548ba8f5ec29d8dc97274,O,37.0,70000.0,Middle Age,Medium Income
8382,6d8a45614bea44658e131c8d66b21cf8,M,75.0,38000.0,Senior,Low Income
8383,6b8b31812a7942889ed976892ba4b000,F,62.0,106000.0,Senior,High Income
8384,8aa2f57d85934578b6a5da5682500d08,Unknown,55.0,64000.0,Middle Age,Medium Income
8385,85ae2af96ee240309010dcb847135e70,F,40.0,63000.0,Middle Age,Medium Income
8386,962a9a006baa4bbbaa4ba5bcc9094c63,F,20.0,62000.0,Young,Medium Income
8387,2dd1b6e599de471689ee7b9778814298,M,56.0,74000.0,Middle Age,Medium Income
8388,53f76524edee44fd80b801a709ade2a0,M,88.0,69000.0,Senior,Medium Income
8389,173eddd1c93340e0a8e7f8ef010831e8,M,28.0,33000.0,Young,Low Income
8390,69d403d505774311ae10bf5bbe4269c4,M,77.0,88000.0,Senior,High Income
8391,f488a534b7204529908f1f95a6bd92cd,Unknown,55.0,64000.0,Middle Age,Medium Income
8392,dd1ba9ff27e64ccbbe28566ff10189d9,F,64.0,80000.0,Senior,High Income
8393,6dade9e548494aeaa2574e3b08380b13,F,66.0,61000.0,Senior,Medium Income
8394,6236b58ac7e0460693a9070b1f79be08,M,50.0,70000.0,Middle Age,Medium Income
8395,df442eb2ce424dffb4eed96a6e33f2f4,M,47.0,52000.0,Middle Age,Medium Income
8396,10c8734cbcc744a1975c581e4382d168,M,37.0,57000.0,Middle Age,Medium Income
8397,370233c3d82c45aea4cbf8fe0ccb922e,F,60.0,56000.0,Senior,Medium Income
8398,dc2180e1d4dd4f3084da7537b71696a2,M,24.0,51000.0,Young,Medium Income
8399,3649084b4fe2446ca9d781e7b9300678,M,45.0,86000.0,Middle Age,High Income
8400,18f0c7f9cd194e96a6505e2732c29ef3,F,19.0,67000.0,Young,Medium Income
8401,1d3bcbc58d134bb492636485923aa49e,M,33.0,34000.0,Young,Low Income
8402,6ef8a5ad165246d681f4399437fa2ab9,F,29.0,74000.0,Young,Medium Income
8403,a56de29d5c2540a28c86f3b43f8b6aa9,O,67.0,73000.0,Senior,Medium Income
8404,3af42d89de7447a4a49de71b9247b8d3,F,36.0,71000.0,Middle Age,Medium Income
8405,e4ebf2c6fb654838be483f43c6e31b82,F,40.0,74000.0,Middle Age,Medium Income
8406,9be0d577c14841bcb61232b6497db1cd,M,27.0,67000.0,Young,Medium Income
8407,d08bb3a6b09c4059970788a1edbc0312,F,60.0,37000.0,Senior,Low Income
8408,756ce344d7be4595bb4bab1646d2ee8d,M,43.0,71000.0,Middle Age,Medium Income
8409,dd718ccfdb534078b6dac7ed3ea78673,F,70.0,74000.0,Senior,Medium Income
8410,9b297ca6dc8a4c328219fa21dad746c2,F,88.0,109000.0,Senior,High Income
8411,dc4ae96efe9143ab95cde595551b7750,M,69.0,53000.0,Senior,Medium Income
8412,78b9c23c475d4b84bf771557f356acae,M,86.0,74000.0,Senior,Medium Income
8413,ad3e1e401ffc4f9aab60679d3692e4eb,M,49.0,73000.0,Middle Age,Medium Income
8414,3ccea2fc4ef74d01842d3edc32d99b4d,F,76.0,76000.0,Senior,Medium Income
8415,cbdee4ba22e547b38d55afc451406789,M,51.0,62000.0,Middle Age,Medium Income
8416,25298fbc021146faad360b5e0a5f92d1,F,69.0,70000.0,Senior,Medium Income
8417,9dca9582ac1b4c6d83445328eb56dda8,F,58.0,93000.0,Middle Age,High Income
8418,ad6d7d6347214363a65549af59871468,F,56.0,73000.0,Middle Age,Medium Income
8419,cd53a72ed0374e009d1a48a0aa149793,Unknown,55.0,64000.0,Middle Age,Medium Income
8420,b356ee145ca94ee89696c218ee71eec6,Unknown,55.0,64000.0,Middle Age,Medium Income
8421,96be04f29ab44645a3face77bfb50653,F,62.0,110000.0,Senior,High Income
8422,0681388282b14555ac390bef6c526ed7,M,21.0,65000.0,Young,Medium Income
8423,86a96adc8ef04d288c05ee416f92adb3,F,47.0,33000.0,Middle Age,Low Income
8424,84615238da124844bef52a983d1a2ec3,O,68.0,43000.0,Senior,Low Income
8425,2c1887da9b9147d79f4dc52942a11b73,M,32.0,61000.0,Young,Medium Income
8426,1fa9ec94216d47a485b0b0ccfee21867,O,48.0,87000.0,Middle Age,High Income
8427,25a6c63aec2747b39c62a7a0565ed7b0,F,37.0,37000.0,Middle Age,Low Income
8428,05c001b0be8a436dba8f7fdb7ac9273b,F,78.0,42000.0,Senior,Low Income
8429,64257c0ea273425d8821644f040b79d9,M,24.0,64000.0,Young,Medium Income
8430,353697e3573c49cebed67da5d6fb49f9,Unknown,55.0,64000.0,Middle Age,Medium Income
8431,aff95fbae22348daa57ca6ef60a85f8c,M,59.0,41000.0,Middle Age,Low Income
8432,5504732e8c82404095094982131076d1,Unknown,55.0,64000.0,Middle Age,Medium Income
8433,131d42c477cf4ea9a4823922d1f3f831,M,59.0,35000.0,Middle Age,Low Income
8434,42636c607b97409ca9d284a8d13405ba,Unknown,55.0,64000.0,Middle Age,Medium Income
8435,546e724e2f474bea9d1c94c0590a45ef,M,57.0,47000.0,Middle Age,Low Income
8436,69da9853477043e6bdfdddc640787db5,M,46.0,65000.0,Middle Age,Medium Income
8437,fbabf9ba24f24771b8ff9b5af24a6364,M,55.0,58000.0,Middle Age,Medium Income
8438,11a827d5954740588312dd6246076f78,F,51.0,58000.0,Middle Age,Medium Income
8439,44cd266479b04e20abf7b4abeeaba92e,M,46.0,34000.0,Middle Age,Low Income
8440,0276c9a3092d4f79a29d61a1462f9b4d,O,43.0,56000.0,Middle Age,Medium Income
8441,f326530596a54b17a1eb13d402024d40,M,59.0,64000.0,Middle Age,Medium Income
8442,dfbc55ab3f6e4b508e473cd6752c68fb,F,63.0,61000.0,Senior,Medium Income
8443,c027b87d4f5c42b1b90551d12343b5ee,F,67.0,92000.0,Senior,High Income
8444,90cfba91804d4402a284481e53f50efc,F,37.0,48000.0,Middle Age,Low Income
8445,88ed0c64fb0d474ebca47efa94d623eb,F,70.0,74000.0,Senior,Medium Income
8446,304183fd053441f0a13bc4d648b7cff1,M,85.0,40000.0,Senior,Low Income
8447,1171d3d36718435a8a69c8c9e7a04867,M,63.0,72000.0,Senior,Medium Income
8448,c8af4c93dc194ab8adf10f80c1e0a46a,M,37.0,64000.0,Middle Age,Medium Income
8449,70d03d804b1f4cdd9b807ef0572fcecf,F,56.0,78000.0,Middle Age,Medium Income
8450,c0f0c69764b549f6b8a2db666dc7c16a,M,74.0,61000.0,Senior,Medium Income
8451,c2139a5ffc7b4de7afed33bdc995ec85,M,21.0,61000.0,Young,Medium Income
8452,fe6aa84b089547149a6adfb80a17cb5d,M,24.0,46000.0,Young,Low Income
8453,6d5da41e6c85436782eafe2fedd00dad,M,34.0,67000.0,Young,Medium Income
8454,105b50604fdc47298aa592d8946b8ac5,Unknown,55.0,64000.0,Middle Age,Medium Income
8455,dac5cef904764a609e3a3b3d4f0058e8,M,49.0,64000.0,Middle Age,Medium Income
8456,87360e453d234d65a71d3b2f38958bbb,M,62.0,44000.0,Senior,Low Income
8457,c78c4a78172d4a75b3cf12ae81ec4a21,Unknown,55.0,64000.0,Middle Age,Medium Income
8458,ce3af560580441cb8a5da089ce10dd60,M,68.0,39000.0,Senior,Low Income
8459,883154b582374762a496c60758780d64,F,84.0,92000.0,Senior,High Income
8460,133d2f38d79b40b6a047374a4e1b1cdc,M,62.0,32000.0,Senior,Low Income
8461,b8e8bc706a854cdab48bd6548efb3ac9,M,75.0,65000.0,Senior,Medium Income
8462,d9ac38630d8d4c68b7fa831f179c0d9e,F,87.0,115000.0,Senior,High Income
8463,c6f0736e2f104ac1b36b83385172e0e4,M,30.0,70000.0,Young,Medium Income
8464,e95473793bf441cb96dca619d37777ed,F,48.0,84000.0,Middle Age,High Income
8465,248299cb7b7c4aa184e23eb2d5969b6d,M,54.0,99000.0,Middle Age,High Income
8466,0e3dc1b57ab447199f7e7f223981a37c,F,36.0,85000.0,Middle Age,High Income
8467,589b798b4cfd4429b42f139490f97708,M,19.0,67000.0,Young,Medium Income
8468,aaa2642abc654a0c89d19fde82229dce,F,87.0,58000.0,Senior,Medium Income
8469,7f57c1760524405f8e23871c1d80694a,F,84.0,114000.0,Senior,High Income
8470,0a947767586e4587b06b8ca3efc3c8e7,M,90.0,120000.0,Senior,High Income
8471,75f463e0323742038b0c7e67612cd133,Unknown,55.0,64000.0,Middle Age,Medium Income
8472,c8d4c279a5344f86a213725e199cb3f5,Unknown,55.0,64000.0,Middle Age,Medium Income
8473,c2b2d67d84494302a7aa517899b58da0,F,49.0,60000.0,Middle Age,Medium Income
8474,45e5d63c00cc41bd8d8d6f11e43b4d67,F,78.0,79000.0,Senior,Medium Income
8475,365462cbdbc54610bf5ff657b444b1c5,M,77.0,96000.0,Senior,High Income
8476,5356198b00864b79942f118cb54fd5a7,Unknown,55.0,64000.0,Middle Age,Medium Income
8477,906e0eeff3bc43d79e3686adf7232594,M,94.0,117000.0,Senior,High Income
8478,24e1795cb9894e078644210adf514d18,O,55.0,79000.0,Middle Age,Medium Income
8479,4a07eb5a13f44caaa15c867b65df2be7,F,59.0,114000.0,Middle Age,High Income
8480,decf7bb9b61c46b59763362e36b046c3,F,42.0,93000.0,Middle Age,High Income
8481,1ee7f93a43754db1993f50e6a877bc01,F,89.0,39000.0,Senior,Low Income
8482,8eecf3a6faf84c2d8ece8898c91c86b3,M,69.0,102000.0,Senior,High Income
8483,3597f1f307134a28894afe960cae8f0b,M,44.0,54000.0,Middle Age,Medium Income
8484,a54fde7c149c42c394407f40052633ba,F,28.0,53000.0,Young,Medium Income
8485,9ce7abbdb0364df3ae0875335f46a6cf,M,64.0,46000.0,Senior,Low Income
8486,b963b2c7781f4fddbdd581a67dff5fd3,M,74.0,39000.0,Senior,Low Income
8487,a197ac9c98934b61a842d04b959c0ac2,F,60.0,50000.0,Senior,Medium Income
8488,4697d3c0b15148428fb25f3587650739,M,38.0,39000.0,Middle Age,Low Income
8489,887235ab5787412a82ec2995d27395c8,F,42.0,94000.0,Middle Age,High Income
8490,7ef2690d6df648e287f09a7f0a1b4c25,M,67.0,59000.0,Senior,Medium Income
8491,d7af537a9c1c47d8a89913699c4b4343,Unknown,55.0,64000.0,Middle Age,Medium Income
8492,e50382fc3e704263897267f8bec8aacf,O,40.0,61000.0,Middle Age,Medium Income
8493,2f21c13819b044c99351a70a0eeccb2d,F,60.0,110000.0,Senior,High Income
8494,d947664dc8654454b78286682903acca,F,48.0,47000.0,Middle Age,Low Income
8495,6a17ce8eff0145099afc254b74a77106,O,68.0,57000.0,Senior,Medium Income
8496,9a0b723307124e66a9a59c5b18122527,M,48.0,38000.0,Middle Age,Low Income
8497,ca551ac435c94399ad6af9005461e7e0,M,38.0,58000.0,Middle Age,Medium Income
8498,02765747959045a0a7c452888b2f31eb,F,62.0,40000.0,Senior,Low Income
8499,67b31048efcc438a9eca49db012a2b45,M,44.0,62000.0,Middle Age,Medium Income
8500,6ff6a067acc848e29f7c1b926925741d,M,73.0,116000.0,Senior,High Income
8501,72a6fe3e1adc4346bb49e8cdddabd760,M,71.0,52000.0,Senior,Medium Income
8502,8b6d74dd44514004b4c720c1d0693d17,M,50.0,85000.0,Middle Age,High Income
8503,d910c3264654421a9a72916bd1816611,Unknown,55.0,64000.0,Middle Age,Medium Income
8504,9d2e7199f364485bb4ee941732cffdea,M,36.0,71000.0,Middle Age,Medium Income
8505,f4057ee594ea4dee92eda21c3957ef13,M,67.0,38000.0,Senior,Low Income
8506,3407ea7b3da64a98848f6c2fadfc0c69,Unknown,55.0,64000.0,Middle Age,Medium Income
8507,37bd6bf1df364b9d9bc6a8efc70c5d63,F,51.0,70000.0,Middle Age,Medium Income
8508,2cec68f40dd4472aaebddeb1308e8a61,M,33.0,52000.0,Young,Medium Income
8509,857fc6e18cf74f7b8ebce26bbfbd3028,F,100.0,109000.0,Senior,High Income
8510,3eb6aded21df4dcda69ba084c3dab2eb,Unknown,55.0,64000.0,Middle Age,Medium Income
8511,5d6d0390dd3a477fbcb360f0b2e8928d,M,46.0,53000.0,Middle Age,Medium Income
8512,79e166993dd74c438266c11887d6b783,M,23.0,31000.0,Young,Low Income
8513,e831b9708b8b4239b01a19853e354e97,F,76.0,72000.0,Senior,Medium Income
8514,79e3b16de4964b6c82e45e0014a42502,F,63.0,53000.0,Senior,Medium Income
8515,bb60cc839c154faba1e4bd3bb3762566,Unknown,55.0,64000.0,Middle Age,Medium Income
8516,324cde983eef4759ace1e2e30816b751,Unknown,55.0,64000.0,Middle Age,Medium Income
8517,14cbeafc2297453e9bf4924c2eabe35e,O,58.0,74000.0,Middle Age,Medium Income
8518,bf5783772fee4f2ab126f07bf3be80f1,F,29.0,60000.0,Young,Medium Income
8519,76ec013980994d9d9ab7d077c326ef0a,M,54.0,38000.0,Middle Age,Low Income
8520,acd95e8902454e34a22f5e4e5697f70a,M,72.0,64000.0,Senior,Medium Income
8521,3f27c3b329964bd086ec215d8a9cd9ff,F,56.0,67000.0,Middle Age,Medium Income
8522,52dfe129878a4e869f8fa90365630183,M,48.0,58000.0,Middle Age,Medium Income
8523,ac3a2bfec2214ea78829f69444578c9b,M,72.0,70000.0,Senior,Medium Income
8524,559082c5907547069a80e23d8cfc7c35,M,29.0,38000.0,Young,Low Income
8525,edb48859c7654767a404c8a149eba711,F,41.0,49000.0,Middle Age,Low Income
8526,63cc0b4e3d2c44a792b6c50c0ec41727,F,52.0,107000.0,Middle Age,High Income
8527,1aea6a116ce141f689a3d8651b978ba7,M,76.0,79000.0,Senior,Medium Income
8528,a878e88c004f4deb8eab90f5de1d13d8,F,83.0,46000.0,Senior,Low Income
8529,ce489cb3e3b440c8b56196b08cadea1a,M,40.0,59000.0,Middle Age,Medium Income
8530,ab1d3eaeba2f46ff8253951c26994cdb,M,27.0,59000.0,Young,Medium Income
8531,9dcc543fb44a4ff3b491f7b057dde052,Unknown,55.0,64000.0,Middle Age,Medium Income
8532,7bd0d9a569a74eb3949955b4548f34db,M,69.0,61000.0,Senior,Medium Income
8533,a318d28d03ec4aa4957dda94215911a2,M,51.0,54000.0,Middle Age,Medium Income
8534,325da16cf16c4d72972f28281f752201,M,63.0,93000.0,Senior,High Income
8535,81d8b9eb710c49f6ada2ae0af9fa9be1,F,49.0,91000.0,Middle Age,High Income
8536,39547839a4a54db1a8c7ecab159182b5,F,52.0,87000.0,Middle Age,High Income
8537,08ff04fc9e9243869a95e447674c31e0,M,39.0,83000.0,Middle Age,High Income
8538,6cd36bc95f1a4606ba2e432bc1e11911,F,44.0,55000.0,Middle Age,Medium Income
8539,4715bcde100647d6bbcc9b4f1e39df92,Unknown,55.0,64000.0,Middle Age,Medium Income
8540,4142f5e23db741b1af4be0287dc91c1c,M,47.0,36000.0,Middle Age,Low Income
8541,c265598aa7be4f9bbd0483fb8069c1a3,M,45.0,59000.0,Middle Age,Medium Income
8542,b4d590b56f204f2484d9d88a63a2b294,F,70.0,105000.0,Senior,High Income
8543,de9bf8c8b3c94a658c1b91f61b27cb5b,F,68.0,72000.0,Senior,Medium Income
8544,f57fcd93d3e74e9b9bb9bc81a40a6612,M,61.0,57000.0,Senior,Medium Income
8545,1a2c6fd57fad4250b35c1b0903ed34ea,F,65.0,59000.0,Senior,Medium Income
8546,835b5ab3d7124f86b64984318ca7b456,M,68.0,53000.0,Senior,Medium Income
8547,97d591c65b6841cc8dddd85dafcec754,M,40.0,48000.0,Middle Age,Low Income
8548,896a5bab4952449ba3c972fd71aa9f30,Unknown,55.0,64000.0,Middle Age,Medium Income
8549,3da6cffee8f84e9d87896f154988cd55,M,68.0,36000.0,Senior,Low Income
8550,7be179f1e5374a198adde3ca4efb894b,F,71.0,113000.0,Senior,High Income
8551,94785e66881c48009dcdf69c250f9228,F,48.0,98000.0,Middle Age,High Income
8552,339c7eb096244e51aaa85016bb68fa66,M,50.0,88000.0,Middle Age,High Income
8553,7d67d5d41bd547548da28696201afc21,M,65.0,31000.0,Senior,Low Income
8554,0bcecfedf7e448b08e5ed4c00f47217d,M,70.0,58000.0,Senior,Medium Income
8555,b56e747d7f6641c88cacc52c5eaebf57,F,31.0,58000.0,Young,Medium Income
8556,61e882f4824149cc9bc534308f8a2aa6,Unknown,55.0,64000.0,Middle Age,Medium Income
8557,ae2f9e0ed70f4f3b8667ae2ce7e7e15d,F,75.0,53000.0,Senior,Medium Income
8558,7aa4ca53ed8148cda070d75f8ba0e080,M,51.0,48000.0,Middle Age,Low Income
8559,c1cd465847e2488482d863ff5ff15a20,M,56.0,37000.0,Middle Age,Low Income
8560,9432bb48818349a5a6c6ceb3e67d3998,F,88.0,50000.0,Senior,Medium Income
8561,15a8348b98f24aa3a2a492e861625b93,Unknown,55.0,64000.0,Middle Age,Medium Income
8562,8b7cb825575046b49bac1174259f446b,M,49.0,48000.0,Middle Age,Low Income
8563,329b390a8e19481ab081d99e4e813835,F,55.0,74000.0,Middle Age,Medium Income
8564,4f22fc211ee54956aa919acd8d05dfda,M,31.0,64000.0,Young,Medium Income
8565,07636351f331428d8dca7e8c29efa73b,M,75.0,99000.0,Senior,High Income
8566,ce9ff37fcd4a4f6180ee3df63d6ce6c0,M,69.0,53000.0,Senior,Medium Income
8567,81490637e5c04c5295e735deed02fe33,F,49.0,95000.0,Middle Age,High Income
8568,1eab10bfe6e84352813a29ef0001f2f2,M,68.0,93000.0,Senior,High Income
8569,0a8446aecfe548388a774ab52162850e,Unknown,55.0,64000.0,Middle Age,Medium Income
8570,5473ed61767547b5b6a337872d69dfae,M,68.0,77000.0,Senior,Medium Income
8571,c23a03db51a744158609fedbb6221495,F,77.0,83000.0,Senior,High Income
8572,bc7384b3e414410a8dbb50e3dd78bd88,F,37.0,53000.0,Middle Age,Medium Income
8573,0abf09a9470a46c392425e988493ecef,M,26.0,62000.0,Young,Medium Income
8574,a94178cd671648eeb9dc60dc8a972dff,F,70.0,90000.0,Senior,High Income
8575,21e19edf3a9a42c5865c4778eecf22ec,F,91.0,90000.0,Senior,High Income
8576,f084daa12c104c47b4dfd5375c901416,F,78.0,71000.0,Senior,Medium Income
8577,efb92be8083a499bbe68f5935f38cc8d,M,48.0,64000.0,Middle Age,Medium Income
8578,6e92f1561dab4dc180245974f546f5b5,F,20.0,66000.0,Young,Medium Income
8579,be35280537a345a588aeb3c66e6190d9,Unknown,55.0,64000.0,Middle Age,Medium Income
8580,3d4191b097e74f099a9be33af7d67d6d,F,26.0,53000.0,Young,Medium Income
8581,468fe3d104e44f2da09311e42407fd5f,Unknown,55.0,64000.0,Middle Age,Medium Income
8582,87a7470272ca422faa06debd1c813216,Unknown,55.0,64000.0,Middle Age,Medium Income
8583,2ada553b48184508bad9b4bca1ff13f5,F,69.0,45000.0,Senior,Low Income
8584,5120299298b74644b086860f48787d6d,M,54.0,53000.0,Middle Age,Medium Income
8585,a182165ed3da4048917d042f7df9ae17,F,40.0,67000.0,Middle Age,Medium Income
8586,30f52ab1af5c4f91bfab5a3982d15869,F,52.0,86000.0,Middle Age,High Income
8587,7c6e3fb8f20a444b949c6d94ace44f02,M,55.0,73000.0,Middle Age,Medium Income
8588,35ebf54706f14bdc9b7e611707398168,M,54.0,55000.0,Middle Age,Medium Income
8589,f9d169fa4c254d99b334c09088772cd0,Unknown,55.0,64000.0,Middle Age,Medium Income
8590,62c99873e4364232955db9f0ebaf042c,F,52.0,101000.0,Middle Age,High Income
8591,3636eb17c0634c65933e2d90600e8462,M,38.0,36000.0,Middle Age,Low Income
8592,ef17a961d61f4ad0852a77af25b8756d,M,27.0,72000.0,Young,Medium Income
8593,266511ae65474a0297f7d6b1f0ec3705,Unknown,55.0,64000.0,Middle Age,Medium Income
8594,39df77129bb648a4a7de07edea1df461,M,42.0,63000.0,Middle Age,Medium Income
8595,3de3dd15821b4d0bac9ab28deb6b3eb5,F,61.0,98000.0,Senior,High Income
8596,790d13770c3d43f981c9080f444f4cbd,Unknown,55.0,64000.0,Middle Age,Medium Income
8597,499508df5d6f4a009fa4f8443a7efa2b,M,46.0,61000.0,Middle Age,Medium Income
8598,5f5725a407c54a6db113c221644936f6,F,79.0,116000.0,Senior,High Income
8599,5e22919da66445a08049240dff0c3aee,F,66.0,114000.0,Senior,High Income
8600,6637c362108d43b89e711ab4ec3b00f0,M,63.0,75000.0,Senior,Medium Income
8601,331597393f414b0285918854d8ac292a,F,74.0,75000.0,Senior,Medium Income
